participant	trial	trial_withinbloc	trial_file_id	is_idTrack	is_practice	complexity_globalcrowding	complexity_crowding	complexity_innercrowding	complexity_deformation	globalcrowding	crowding	innercrowding	deformation	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	normalized_error	noID_hits	noID_accuracy	noID_perfect	ID_hits	ID_accuracy	ID_perfect	ID_wrongID	ID_wrongID_percent	any_ID_wrongID
p02	78	6	6	true	true	M	H	H	H	0.7281	0.6184	10.1395	0.0337	2014-02-14 13:11:10.357	2014-02-14 13:11:20.933	2014-02-14 13:11:11.152	2014-02-14 13:11:19.28	2014-02-14 13:11:11.152	2014-02-14 13:11:12.759	2014-02-14 13:11:13.492	2014-02-14 13:11:15.364	2014-02-14 13:11:15.364	2014-02-14 13:11:19.28	3	9	21	8	6	21	0.2077	0.1706	0.0000	0.1261	0.2888	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	79	7	7	true	true	H	H	H	L	0.7492	0.6188	10.7580	0.0108	2014-02-14 13:11:21.23	2014-02-14 13:11:31.276	2014-02-14 13:11:21.542	2014-02-14 13:11:30.169	2014-02-14 13:11:21.542	2014-02-14 13:11:23.695	2014-02-14 13:11:24.256	2014-02-14 13:11:26.128	2014-02-14 13:11:26.128	2014-02-14 13:11:30.169	16	18	22	16	18	27	0.0000	0.0000	0.2535	0.0845	0.1530	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	80	0	22	true	false	M	L	L	H	0.6671	0.4651	3.0986	0.0308	2014-02-14 13:11:32.696	2014-02-14 13:11:41.307	2014-02-14 13:11:33.491	2014-02-14 13:11:40.558	2014-02-14 13:11:33.491	2014-02-14 13:11:34.911	2014-02-14 13:11:35.176	2014-02-14 13:11:37.048	2014-02-14 13:11:37.048	2014-02-14 13:11:40.558	10	13	23	16	13	23	0.0974	0.0000	0.0000	0.0325	0.0583	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	81	1	63	true	false	M	H	H	H	0.7386	0.6306	9.4493	0.0326	2014-02-14 13:11:41.603	2014-02-14 13:11:51.26	2014-02-14 13:11:41.853	2014-02-14 13:11:50.62	2014-02-14 13:11:41.853	2014-02-14 13:11:43.928	2014-02-14 13:11:44.084	2014-02-14 13:11:45.956	2014-02-14 13:11:45.956	2014-02-14 13:11:50.62	9	14	26	9	14	5	0.0000	0.0000	0.4598	0.1533	0.3460	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	82	2	52	true	false	M	L	H	H	0.6389	0.4477	11.6537	0.0292	2014-02-14 13:11:51.556	2014-02-14 13:11:59.918	2014-02-14 13:11:51.79	2014-02-14 13:11:58.732	2014-02-14 13:11:51.79	2014-02-14 13:11:53.257	2014-02-14 13:11:53.397	2014-02-14 13:11:55.269	2014-02-14 13:11:55.269	2014-02-14 13:11:58.732	4	23	27	27	29	4	0.1989	0.1471	0.1989	0.1816	0.3730	2	0.6667	0	0	0.0000	0	2	0.6667	1
p02	83	3	18	true	false	M	L	H	H	0.6802	0.4534	11.3995	0.0301	2014-02-14 13:12:00.214	2014-02-14 13:12:10.479	2014-02-14 13:12:00.479	2014-02-14 13:12:09.496	2014-02-14 13:12:00.479	2014-02-14 13:12:01.805	2014-02-14 13:12:02.055	2014-02-14 13:12:03.927	2014-02-14 13:12:03.927	2014-02-14 13:12:09.496	17	24	28	11	24	28	0.1857	0.0000	0.0000	0.0619	0.0952	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	84	4	30	true	false	M	L	L	L	0.6466	0.3819	1.6696	0.0061	2014-02-14 13:12:10.791	2014-02-14 13:12:20.494	2014-02-14 13:12:11.01	2014-02-14 13:12:19.792	2014-02-14 13:12:11.01	2014-02-14 13:12:12.913	2014-02-14 13:12:13.084	2014-02-14 13:12:14.956	2014-02-14 13:12:14.956	2014-02-14 13:12:19.792	14	19	23	19	2	23	0.1871	0.2237	0.0000	0.1369	0.2072	2	0.6667	0	1	0.3333	0	1	0.3333	1
p02	85	5	42	true	false	M	L	H	L	0.6935	0.4379	13.9882	0.0098	2014-02-14 13:12:20.775	2014-02-14 13:12:29.371	2014-02-14 13:12:21.056	2014-02-14 13:12:28.825	2014-02-14 13:12:21.056	2014-02-14 13:12:22.663	2014-02-14 13:12:22.834	2014-02-14 13:12:24.706	2014-02-14 13:12:24.706	2014-02-14 13:12:28.825	9	23	24	9	23	24	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	86	6	48	true	false	H	H	H	L	0.7614	0.6409	9.6445	0.0088	2014-02-14 13:12:29.683	2014-02-14 13:12:40.088	2014-02-14 13:12:29.87	2014-02-14 13:12:38.59	2014-02-14 13:12:29.87	2014-02-14 13:12:32.304	2014-02-14 13:12:32.6	2014-02-14 13:12:34.472	2014-02-14 13:12:34.472	2014-02-14 13:12:38.59	10	17	19	2	17	23	0.1872	0.0000	0.3968	0.1947	0.3573	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	87	7	20	true	false	M	H	L	H	0.7280	0.6200	2.6081	0.0325	2014-02-14 13:12:40.384	2014-02-14 13:12:49.916	2014-02-14 13:12:40.774	2014-02-14 13:12:49.12	2014-02-14 13:12:40.774	2014-02-14 13:12:43.068	2014-02-14 13:12:43.333	2014-02-14 13:12:45.205	2014-02-14 13:12:45.205	2014-02-14 13:12:49.12	9	24	27	9	10	27	0.0000	0.1649	0.0000	0.0550	0.0939	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	88	8	26	true	false	M	L	H	L	0.6915	0.4535	11.5798	0.0021	2014-02-14 13:12:53.707	2014-02-14 13:13:04.299	2014-02-14 13:12:53.941	2014-02-14 13:13:03.753	2014-02-14 13:12:53.941	2014-02-14 13:12:55.797	2014-02-14 13:12:56.0	2014-02-14 13:12:57.872	2014-02-14 13:12:57.872	2014-02-14 13:13:03.753	1	8	23	1	8	23	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	89	9	51	true	false	M	H	H	H	0.6995	0.6901	9.7308	0.0308	2014-02-14 13:13:04.596	2014-02-14 13:13:16.062	2014-02-14 13:13:05.173	2014-02-14 13:13:14.049	2014-02-14 13:13:05.173	2014-02-14 13:13:07.014	2014-02-14 13:13:07.185	2014-02-14 13:13:09.057	2014-02-14 13:13:09.057	2014-02-14 13:13:14.049	9	18	21	14	17	7	0.0926	0.0951	0.1989	0.1289	0.2987	0	0.0000	0	0	0.0000	0	0	0.0000	0
p02	90	10	40	true	false	H	H	H	L	0.7791	0.6449	9.6237	0.0020	2014-02-14 13:13:16.374	2014-02-14 13:13:31.272	2014-02-14 13:13:16.67	2014-02-14 13:13:29.228	2014-02-14 13:13:16.67	2014-02-14 13:13:21.381	2014-02-14 13:13:21.834	2014-02-14 13:13:23.706	2014-02-14 13:13:23.706	2014-02-14 13:13:29.228	0	17	24	0	11	10	0.0000	0.2907	0.2144	0.1684	0.3065	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	91	11	56	true	false	M	L	H	H	0.6944	0.4620	10.6372	0.0310	2014-02-14 13:13:31.568	2014-02-14 13:13:41.646	2014-02-14 13:13:31.584	2014-02-14 13:13:41.037	2014-02-14 13:13:31.584	2014-02-14 13:13:33.861	2014-02-14 13:13:34.392	2014-02-14 13:13:36.264	2014-02-14 13:13:36.264	2014-02-14 13:13:41.037	13	17	25	13	17	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	92	12	7	true	false	M	H	L	L	0.6691	0.6572	3.9759	0.0052	2014-02-14 13:13:41.942	2014-02-14 13:13:50.428	2014-02-14 13:13:42.254	2014-02-14 13:13:49.633	2014-02-14 13:13:42.254	2014-02-14 13:13:43.752	2014-02-14 13:13:44.032	2014-02-14 13:13:45.904	2014-02-14 13:13:45.904	2014-02-14 13:13:49.633	1	6	27	1	6	17	0.0000	0.0000	0.2407	0.0802	0.1466	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	93	13	15	true	false	M	H	L	H	0.7386	0.6210	3.9360	0.0293	2014-02-14 13:13:50.74	2014-02-14 13:14:03.299	2014-02-14 13:13:51.037	2014-02-14 13:14:01.567	2014-02-14 13:13:51.037	2014-02-14 13:13:52.659	2014-02-14 13:13:52.846	2014-02-14 13:13:54.718	2014-02-14 13:13:54.718	2014-02-14 13:14:01.567	11	18	29	11	29	18	0.0000	0.4484	0.4484	0.2989	0.5805	3	1.0000	1	1	0.3333	0	2	0.6667	1
p02	94	14	16	true	false	H	H	L	L	0.7585	0.6369	3.7947	0.0090	2014-02-14 13:14:03.611	2014-02-14 13:14:12.971	2014-02-14 13:14:03.751	2014-02-14 13:14:12.378	2014-02-14 13:14:03.751	2014-02-14 13:14:05.701	2014-02-14 13:14:06.2	2014-02-14 13:14:08.088	2014-02-14 13:14:08.088	2014-02-14 13:14:12.378	19	20	26	19	20	26	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	95	15	0	true	false	M	L	H	L	0.6790	0.4685	11.5612	0.0107	2014-02-14 13:14:13.267	2014-02-14 13:14:22.424	2014-02-14 13:14:13.688	2014-02-14 13:14:21.785	2014-02-14 13:14:13.688	2014-02-14 13:14:15.373	2014-02-14 13:14:15.529	2014-02-14 13:14:17.401	2014-02-14 13:14:17.401	2014-02-14 13:14:21.785	6	14	17	6	25	17	0.0000	0.1839	0.0000	0.0613	0.1077	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	96	16	58	true	false	M	H	H	H	0.7204	0.6370	9.5070	0.0315	2014-02-14 13:14:26.48	2014-02-14 13:14:35.7	2014-02-14 13:14:26.823	2014-02-14 13:14:34.92	2014-02-14 13:14:26.823	2014-02-14 13:14:28.368	2014-02-14 13:14:28.539	2014-02-14 13:14:30.411	2014-02-14 13:14:30.411	2014-02-14 13:14:34.92	14	24	29	25	24	29	0.2850	0.0000	0.0000	0.0950	0.2242	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	97	17	53	true	false	L	L	H	H	0.5520	0.4422	9.4567	0.0291	2014-02-14 13:14:35.996	2014-02-14 13:14:45.855	2014-02-14 13:14:36.261	2014-02-14 13:14:44.249	2014-02-14 13:14:36.261	2014-02-14 13:14:37.665	2014-02-14 13:14:38.087	2014-02-14 13:14:39.959	2014-02-14 13:14:39.959	2014-02-14 13:14:44.249	17	25	28	17	12	28	0.0000	0.3315	0.0000	0.1105	0.2035	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	98	18	55	true	false	H	H	H	L	0.7603	0.6238	10.6369	0.0070	2014-02-14 13:14:46.152	2014-02-14 13:14:55.637	2014-02-14 13:14:46.433	2014-02-14 13:14:54.919	2014-02-14 13:14:46.433	2014-02-14 13:14:49.209	2014-02-14 13:14:49.412	2014-02-14 13:14:51.284	2014-02-14 13:14:51.284	2014-02-14 13:14:54.919	8	10	12	8	4	12	0.0000	0.2035	0.0000	0.0678	0.1281	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	99	19	6	true	false	M	H	L	H	0.7060	0.6133	3.9858	0.0321	2014-02-14 13:14:55.949	2014-02-14 13:15:04.919	2014-02-14 13:14:56.105	2014-02-14 13:15:03.546	2014-02-14 13:14:56.105	2014-02-14 13:14:57.961	2014-02-14 13:14:58.117	2014-02-14 13:14:59.989	2014-02-14 13:14:59.989	2014-02-14 13:15:03.546	17	18	19	18	17	19	0.2983	0.2983	0.0000	0.1988	0.3265	3	1.0000	1	1	0.3333	0	2	0.6667	1
p02	100	20	27	true	false	M	H	H	L	0.7230	0.6400	10.9825	0.0102	2014-02-14 13:15:05.231	2014-02-14 13:15:14.871	2014-02-14 13:15:05.293	2014-02-14 13:15:13.592	2014-02-14 13:15:05.293	2014-02-14 13:15:07.29	2014-02-14 13:15:07.477	2014-02-14 13:15:09.349	2014-02-14 13:15:09.349	2014-02-14 13:15:13.592	13	14	24	25	14	24	0.1022	0.0000	0.0000	0.0341	0.0588	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	101	21	14	true	false	M	L	H	L	0.6687	0.4668	13.1670	0.0103	2014-02-14 13:15:15.168	2014-02-14 13:15:24.294	2014-02-14 13:15:15.339	2014-02-14 13:15:23.42	2014-02-14 13:15:15.339	2014-02-14 13:15:17.133	2014-02-14 13:15:17.289	2014-02-14 13:15:19.161	2014-02-14 13:15:19.161	2014-02-14 13:15:23.42	8	16	21	8	6	21	0.0000	0.1799	0.0000	0.0600	0.0956	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	102	22	10	true	false	H	H	L	L	0.7531	0.7012	3.7280	0.0071	2014-02-14 13:15:24.606	2014-02-14 13:15:33.201	2014-02-14 13:15:24.965	2014-02-14 13:15:32.468	2014-02-14 13:15:24.965	2014-02-14 13:15:27.133	2014-02-14 13:15:27.585	2014-02-14 13:15:29.457	2014-02-14 13:15:29.457	2014-02-14 13:15:32.468	3	8	15	3	14	15	0.0000	0.0815	0.0000	0.0272	0.0517	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	103	23	8	true	false	M	H	L	L	0.6562	0.6476	2.1488	0.0064	2014-02-14 13:15:33.513	2014-02-14 13:15:41.984	2014-02-14 13:15:33.747	2014-02-14 13:15:41.532	2014-02-14 13:15:33.747	2014-02-14 13:15:35.838	2014-02-14 13:15:36.15	2014-02-14 13:15:38.022	2014-02-14 13:15:38.022	2014-02-14 13:15:41.532	13	26	28	13	26	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	104	24	49	true	false	M	H	H	L	0.6900	0.6145	9.7457	0.0074	2014-02-14 13:15:46.025	2014-02-14 13:15:56.446	2014-02-14 13:15:46.29	2014-02-14 13:15:55.494	2014-02-14 13:15:46.29	2014-02-14 13:15:48.443	2014-02-14 13:15:49.644	2014-02-14 13:15:51.516	2014-02-14 13:15:51.516	2014-02-14 13:15:55.494	1	9	28	18	19	28	0.2177	0.1753	0.0000	0.1310	0.2359	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	105	25	34	true	false	M	H	L	L	0.6602	0.6544	2.3859	0.0107	2014-02-14 13:15:56.758	2014-02-14 13:16:05.213	2014-02-14 13:15:56.773	2014-02-14 13:16:04.76	2014-02-14 13:15:56.773	2014-02-14 13:15:59.3	2014-02-14 13:15:59.519	2014-02-14 13:16:01.391	2014-02-14 13:16:01.391	2014-02-14 13:16:04.76	1	7	19	1	7	19	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	106	26	17	true	false	L	L	L	L	0.6228	0.4510	3.9208	0.0096	2014-02-14 13:16:05.54	2014-02-14 13:16:15.509	2014-02-14 13:16:05.556	2014-02-14 13:16:14.947	2014-02-14 13:16:05.556	2014-02-14 13:16:08.738	2014-02-14 13:16:08.972	2014-02-14 13:16:10.844	2014-02-14 13:16:10.844	2014-02-14 13:16:14.947	2	9	21	2	9	21	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	107	27	62	true	false	M	H	H	H	0.7399	0.6598	10.9260	0.0292	2014-02-14 13:16:15.821	2014-02-14 13:16:25.384	2014-02-14 13:16:15.961	2014-02-14 13:16:23.933	2014-02-14 13:16:15.961	2014-02-14 13:16:17.599	2014-02-14 13:16:17.786	2014-02-14 13:16:19.658	2014-02-14 13:16:19.658	2014-02-14 13:16:23.933	5	19	21	5	19	15	0.0000	0.0000	0.5587	0.1862	0.4189	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	108	28	11	true	false	M	L	L	H	0.6519	0.4522	3.5330	0.0310	2014-02-14 13:16:25.68	2014-02-14 13:16:36.007	2014-02-14 13:16:25.774	2014-02-14 13:16:35.492	2014-02-14 13:16:25.774	2014-02-14 13:16:28.94	2014-02-14 13:16:29.128	2014-02-14 13:16:31.0	2014-02-14 13:16:31.0	2014-02-14 13:16:35.492	7	11	14	7	11	14	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	109	29	57	true	false	H	H	H	H	0.7405	0.6123	11.0646	0.0300	2014-02-14 13:16:36.288	2014-02-14 13:16:45.398	2014-02-14 13:16:36.569	2014-02-14 13:16:44.696	2014-02-14 13:16:36.569	2014-02-14 13:16:38.347	2014-02-14 13:16:38.566	2014-02-14 13:16:40.438	2014-02-14 13:16:40.438	2014-02-14 13:16:44.696	1	16	21	16	1	21	0.0952	0.0952	0.0000	0.0635	0.1227	3	1.0000	1	1	0.3333	0	2	0.6667	1
p02	110	30	59	true	false	M	H	H	H	0.7237	0.6360	9.5305	0.0355	2014-02-14 13:16:45.695	2014-02-14 13:16:55.694	2014-02-14 13:16:46.022	2014-02-14 13:16:54.322	2014-02-14 13:16:46.022	2014-02-14 13:16:48.191	2014-02-14 13:16:48.378	2014-02-14 13:16:50.25	2014-02-14 13:16:50.25	2014-02-14 13:16:54.322	11	12	19	11	22	19	0.0000	0.4416	0.0000	0.1472	0.2326	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	111	31	60	true	false	H	H	H	H	0.7884	0.6820	10.1176	0.0305	2014-02-14 13:16:55.991	2014-02-14 13:17:03.962	2014-02-14 13:16:56.178	2014-02-14 13:17:03.229	2014-02-14 13:16:56.178	2014-02-14 13:16:58.128	2014-02-14 13:16:58.284	2014-02-14 13:17:00.172	2014-02-14 13:17:00.172	2014-02-14 13:17:03.229	3	5	11	3	5	11	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	112	32	3	true	false	M	L	H	L	0.6846	0.4454	12.6761	0.0108	2014-02-14 13:17:08.143	2014-02-14 13:17:18.158	2014-02-14 13:17:08.58	2014-02-14 13:17:17.612	2014-02-14 13:17:08.58	2014-02-14 13:17:10.702	2014-02-14 13:17:10.998	2014-02-14 13:17:12.886	2014-02-14 13:17:12.886	2014-02-14 13:17:17.612	6	11	25	6	11	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	113	33	12	true	false	M	H	L	H	0.6692	0.6568	3.9243	0.0313	2014-02-14 13:17:18.47	2014-02-14 13:17:27.846	2014-02-14 13:17:18.736	2014-02-14 13:17:26.801	2014-02-14 13:17:18.736	2014-02-14 13:17:20.436	2014-02-14 13:17:20.701	2014-02-14 13:17:22.573	2014-02-14 13:17:22.573	2014-02-14 13:17:26.801	10	12	23	10	12	17	0.0000	0.0000	0.1015	0.0338	0.0605	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	114	34	36	true	false	M	H	L	L	0.7145	0.6618	3.6003	0.0014	2014-02-14 13:17:28.142	2014-02-14 13:17:35.708	2014-02-14 13:17:28.408	2014-02-14 13:17:35.334	2014-02-14 13:17:28.408	2014-02-14 13:17:30.404	2014-02-14 13:17:30.623	2014-02-14 13:17:32.495	2014-02-14 13:17:32.495	2014-02-14 13:17:35.334	9	22	28	9	22	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	115	35	38	true	false	L	L	L	H	0.6128	0.4469	2.2545	0.0296	2014-02-14 13:17:36.02	2014-02-14 13:17:44.398	2014-02-14 13:17:36.036	2014-02-14 13:17:44.008	2014-02-14 13:17:36.036	2014-02-14 13:17:37.721	2014-02-14 13:17:37.877	2014-02-14 13:17:39.749	2014-02-14 13:17:39.749	2014-02-14 13:17:44.008	3	12	16	3	12	16	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	116	36	35	true	false	M	L	L	H	0.6942	0.4587	2.7759	0.0311	2014-02-14 13:17:44.694	2014-02-14 13:17:55.708	2014-02-14 13:17:44.694	2014-02-14 13:17:55.053	2014-02-14 13:17:44.694	2014-02-14 13:17:46.457	2014-02-14 13:17:47.159	2014-02-14 13:17:49.031	2014-02-14 13:17:49.031	2014-02-14 13:17:55.053	2	10	16	16	10	2	0.2927	0.0000	0.2927	0.1951	0.3205	3	1.0000	1	1	0.3333	0	2	0.6667	1
p02	117	37	54	true	false	M	H	H	L	0.6996	0.6241	10.9791	0.0058	2014-02-14 13:17:56.004	2014-02-14 13:18:07.423	2014-02-14 13:17:56.223	2014-02-14 13:18:06.394	2014-02-14 13:17:56.223	2014-02-14 13:17:58.048	2014-02-14 13:17:58.297	2014-02-14 13:18:00.169	2014-02-14 13:18:00.169	2014-02-14 13:18:06.394	7	16	24	7	28	13	0.0000	0.1321	0.0866	0.0729	0.1340	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	118	38	1	true	false	L	L	L	H	0.6280	0.4480	2.1457	0.0307	2014-02-14 13:18:07.72	2014-02-14 13:18:17.049	2014-02-14 13:18:08.001	2014-02-14 13:18:15.941	2014-02-14 13:18:08.001	2014-02-14 13:18:09.576	2014-02-14 13:18:09.795	2014-02-14 13:18:11.667	2014-02-14 13:18:11.667	2014-02-14 13:18:15.941	6	15	18	18	15	6	0.2146	0.0000	0.2146	0.1431	0.2421	3	1.0000	1	1	0.3333	0	2	0.6667	1
p02	119	39	33	true	false	M	H	L	L	0.7122	0.7033	3.3265	0.0069	2014-02-14 13:18:17.345	2014-02-14 13:18:25.535	2014-02-14 13:18:17.361	2014-02-14 13:18:25.145	2014-02-14 13:18:17.361	2014-02-14 13:18:19.092	2014-02-14 13:18:19.233	2014-02-14 13:18:21.105	2014-02-14 13:18:21.105	2014-02-14 13:18:25.145	9	13	23	9	13	23	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	120	40	2	true	false	M	L	L	L	0.6377	0.3949	1.5478	0.0065	2014-02-14 13:18:29.575	2014-02-14 13:18:38.639	2014-02-14 13:18:30.106	2014-02-14 13:18:38.327	2014-02-14 13:18:30.106	2014-02-14 13:18:32.243	2014-02-14 13:18:32.399	2014-02-14 13:18:34.271	2014-02-14 13:18:34.271	2014-02-14 13:18:38.327	8	11	24	8	11	24	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	121	41	28	true	false	M	L	L	H	0.6798	0.4693	3.8991	0.0299	2014-02-14 13:18:38.935	2014-02-14 13:18:47.469	2014-02-14 13:18:39.154	2014-02-14 13:18:47.11	2014-02-14 13:18:39.154	2014-02-14 13:18:41.041	2014-02-14 13:18:41.244	2014-02-14 13:18:43.116	2014-02-14 13:18:43.116	2014-02-14 13:18:47.11	3	16	20	3	16	20	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	122	42	47	true	false	M	L	H	H	0.7339	0.4593	10.3063	0.0316	2014-02-14 13:18:47.765	2014-02-14 13:18:57.468	2014-02-14 13:18:48.061	2014-02-14 13:18:56.376	2014-02-14 13:18:48.061	2014-02-14 13:18:49.84	2014-02-14 13:18:50.011	2014-02-14 13:18:51.883	2014-02-14 13:18:51.883	2014-02-14 13:18:56.376	9	11	28	24	11	9	1.0200	0.0000	1.1675	0.7292	1.1465	2	0.6667	0	1	0.3333	0	1	0.3333	1
p02	123	43	43	true	false	L	L	H	L	0.5863	0.4558	11.9462	0.0108	2014-02-14 13:18:57.765	2014-02-14 13:19:08.809	2014-02-14 13:18:58.077	2014-02-14 13:19:08.341	2014-02-14 13:18:58.077	2014-02-14 13:19:01.462	2014-02-14 13:19:01.836	2014-02-14 13:19:03.708	2014-02-14 13:19:03.708	2014-02-14 13:19:08.341	4	20	29	4	20	29	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	124	44	24	true	false	M	H	L	H	0.7044	0.6736	3.2798	0.0298	2014-02-14 13:19:09.106	2014-02-14 13:19:17.077	2014-02-14 13:19:09.324	2014-02-14 13:19:16.719	2014-02-14 13:19:09.324	2014-02-14 13:19:11.165	2014-02-14 13:19:11.352	2014-02-14 13:19:13.224	2014-02-14 13:19:13.224	2014-02-14 13:19:16.719	3	15	26	3	15	26	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	125	45	37	true	false	L	L	L	L	0.5599	0.4550	3.0951	0.0056	2014-02-14 13:19:17.374	2014-02-14 13:19:24.815	2014-02-14 13:19:17.623	2014-02-14 13:19:24.565	2014-02-14 13:19:17.623	2014-02-14 13:19:18.653	2014-02-14 13:19:18.887	2014-02-14 13:19:20.759	2014-02-14 13:19:20.759	2014-02-14 13:19:24.565	4	11	24	4	11	24	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	126	46	50	true	false	M	H	H	L	0.7024	0.6143	11.1818	0.0080	2014-02-14 13:19:25.127	2014-02-14 13:19:33.832	2014-02-14 13:19:25.501	2014-02-14 13:19:33.426	2014-02-14 13:19:25.501	2014-02-14 13:19:27.576	2014-02-14 13:19:27.81	2014-02-14 13:19:29.682	2014-02-14 13:19:29.682	2014-02-14 13:19:33.426	3	25	28	15	13	28	0.0939	0.0956	0.0000	0.0632	0.1146	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	127	47	31	true	false	L	L	L	L	0.6142	0.4580	2.5260	0.0073	2014-02-14 13:19:34.144	2014-02-14 13:19:42.396	2014-02-14 13:19:34.456	2014-02-14 13:19:42.022	2014-02-14 13:19:34.456	2014-02-14 13:19:36.453	2014-02-14 13:19:36.702	2014-02-14 13:19:38.574	2014-02-14 13:19:38.574	2014-02-14 13:19:42.022	5	8	20	5	8	20	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	128	48	61	true	false	H	H	H	H	0.7544	0.6175	9.9826	0.0292	2014-02-14 13:19:46.64	2014-02-14 13:19:56.265	2014-02-14 13:19:46.905	2014-02-14 13:19:55.173	2014-02-14 13:19:46.905	2014-02-14 13:19:48.73	2014-02-14 13:19:48.948	2014-02-14 13:19:50.82	2014-02-14 13:19:50.82	2014-02-14 13:19:55.173	4	13	22	4	10	22	0.0000	0.2393	0.0000	0.0798	0.1263	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	129	49	39	true	false	M	L	L	H	0.7007	0.4501	3.9744	0.0300	2014-02-14 13:19:56.561	2014-02-14 13:20:06.218	2014-02-14 13:19:56.733	2014-02-14 13:20:05.594	2014-02-14 13:19:56.733	2014-02-14 13:19:57.996	2014-02-14 13:19:58.355	2014-02-14 13:20:00.227	2014-02-14 13:20:00.227	2014-02-14 13:20:05.594	6	11	12	6	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p02	130	50	5	true	false	M	H	L	H	0.7279	0.6115	3.5280	0.0322	2014-02-14 13:20:06.53	2014-02-14 13:20:15.718	2014-02-14 13:20:06.748	2014-02-14 13:20:15.328	2014-02-14 13:20:06.748	2014-02-14 13:20:08.292	2014-02-14 13:20:08.558	2014-02-14 13:20:10.43	2014-02-14 13:20:10.43	2014-02-14 13:20:15.328	21	23	25	21	23	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
